會員編號,姓名,電子郵件,地址,密碼,電話,縣市代碼
94526-79230-GZ,Mindy Bogey,mbogeypb@thetimes.co.uk,新北市土城區延安街65號,7b8622e0,0991850420,C002
58559-08254-UY,Paulie Fonzone,,新北市瑞芳區明燈路３段19巷2號,d0ab33b3,0913237763,C002
88574-37083-WX,Merrile Cobbledick,mcobbledickpd@ucsd.edu,桃園市平鎮區南豐路141號,a01db92c,0945071769,C003
67953-79896-AC,Antonius Lewry,alewrype@whitehouse.gov,新竹縣新豐鄉建興路二段142巷27號6樓,995c1e35,0959641270,C010
69207-93422-CQ,Isis Hessel,ihesselpf@ox.ac.uk,高雄市鼓山區美術東五路124號,3a2ce75c,0967330805,C006
56060-17602-RG,Harland Trematick,,新北市三峽區大德路255號,6701e7b9,0921448097,C002
46859-14212-FI,Chloris Sorrell,csorrellph@amazon.com,宜蘭縣宜蘭市民族路183巷22號5樓,c907c4fa,0994610806,C017
11513-19816-IJ,Odette Tocque,otocquepi@abc.net.au,高雄市大寮區新厝路197巷22號6樓,18de3e3f,0941018806,C006
33555-01585-RP,Quintina Heavyside,qheavysidepj@unc.edu,台北市中正區汀州路二段267號,6d4a99b7,0984681393,C001
11932-85629-CU,Hadley Reuven,hreuvenpk@whitehouse.gov,台北市中正區信義路一段13號,e4040c7c,0950526621,C001
36192-07175-XC,Mitch Attwool,mattwoolpl@nba.com,基隆市七堵區明德一路77號,2d4d2371,0910824561,C007
46242-54946-ZW,Charin Maplethorp,,新竹縣芎林鄉文山路57巷14號2樓,808c6c41,0933397989,C010
95152-82155-VQ,Goldie Wynes,gwynespn@dagondesign.com,新竹市東區武昌街220號,1fb026aa,0905135672,C008
13404-39127-WQ,Celie MacCourt,cmaccourtpo@amazon.com,桃園市中壢區中山東路二段134巷24號,5fac6a71,0932025651,C003
00841-75330-ZV,Rori Ollin,,新北市平溪區石底街240號,33778633,0992580691,C002
40226-52317-IO,Evy Wilsone,ewilsonepq@eepurl.com,台中市東勢區石城街2巷17號5樓,b384ffa8,0920649295,C001
34419-18068-AG,Dolores Duffie,dduffiepr@time.com,桃園市龍潭區梅龍路59巷19號,8f087856,0944592309,C003
51738-61457-RS,Mathilda Matiasek,mmatiasekps@ucoz.ru,新北市板橋區新生街135號,d7a05eea,0941982146,C002
86757-52367-ON,Jarred Camillo,jcamillopt@shinystat.com,高雄市左營區海功路149巷12號,a1a9b2e0,0972532370,C006
28158-93383-CK,Kameko Philbrick,kphilbrickpu@cdc.gov,台北市中正區杭州南路一段83巷1號,05b650ae,0964046778,C001
44799-09711-XW,Mallory Shrimpling,,台中市潭子區北環路152號,339ec3bd,0941660979,C001
53667-91553-LT,Barnett Sillis,bsillispw@istockphoto.com,桃園市新屋區中華南路二段57巷23號2樓,6c35a738,0911517656,C003
86579-92122-OC,Brenn Dundredge,,台北市文山區興隆路一段127巷20號,d22ee24e,0971012527,C001
01474-63436-TP,Read Cutts,rcuttspy@techcrunch.com,高雄市新興區林森一路131巷1號,2d12c625,0929105809,C006
90533-82440-EE,Michale Delves,mdelvespz@nature.com,新北市土城區延安街65號,ec9dec47,0995156610,C002
48553-69225-VX,Devland Gritton,dgrittonq0@nydailynews.com,宜蘭縣蘇澳鎮馬賽路146號,72cf1fa5,0968781763,C017
91240-83405-ZQ,Caitlin Cattermull,ccattermullq1@columbia.edu,台北市大安區杭州南路二段138巷27號,25333fa5,0921944090,C001
52374-27313-IV,Dell Gut,dgutq2@umich.edu,新北市三重區重陽路三段166巷4號3樓,17423ed5,0924352076,C002
14264-41252-SL,Willy Pummery,wpummeryq3@topsy.com,台北市北投區光明路30巷18號3樓,68b78563,0914472713,C001
35367-50483-AR,Geoffrey Siuda,gsiudaq4@nytimes.com,新北市板橋區民生路二段51號,4317cbb8,0909222834,C002
69443-77665-QW,Henderson Crowne,hcrowneq5@wufoo.com,桃園市中壢區復華九街76號,238923d5,0953344377,C003
63411-51758-QC,Vernor Pawsey,vpawseyq6@tiny.cc,台北市大安區新生南路一段68號,0d2b07a7,0941070923,C001
68605-21835-UF,Augustin Waterhouse,awaterhouseq7@istockphoto.com,新北市永和區保平路29號,3f709f35,0912597051,C002
34786-30419-XY,Fanchon Haughian,fhaughianq8@1688.com,台北市文山區光輝路75巷5號7樓,68156908,0921075280,C001
15456-29250-RU,Jaimie Hatz,,新竹縣北埔鄉南興街19號,16380859,0974406846,C010
00886-35803-FG,Edeline Edney,,台北市大安區忠孝東路四段95號,06070453,0961033424,C001
31599-82152-AD,Rickie Faltin,rfaltinqb@topsy.com,台中市北區五義街125號,8580078e,0909773879,C001
76209-39601-ZR,Gnni Cheeke,gcheekeqc@sitemeter.com,彰化縣和美鎮和厝路一段262號,42844ceb,0997295398,C012
15064-65241-HB,Gwenni Ratt,grattqd@phpbb.com,台中市北區榮華街182巷12號4樓,9406f911,0921351860,C001
69215-90789-DL,Johnath Fairebrother,,新北市鶯歌區尖山路63巷22號,3fc30af8,0988446812,C002
04317-46176-TB,Ingamar Eberlein,ieberleinqf@hc360.com,新竹縣竹東鎮東寧路三段72巷23號7樓,8e063a43,0923815112,C010
04713-57765-KR,Jilly Dreng,jdrengqg@uiuc.edu,台北市大安區金華街155巷10號,7383c591,0907027880,C001
47723-84396-MT,Jillane Jedrzej,jjedrzejqh@dailymail.co.uk,台中市南屯區五權西路二段44巷22號,3647479b,0928597634,C001
48392-32021-EC,Correy Lampel,clampelqi@jimdo.com,南投縣埔里鎮西安路一段100巷21號,fe73e909,0900088903,C013
65786-21069-IP,Dulcie Mapowder,dmapowderqj@free.fr,新北市新店區文化路119號,a4dfedc1,0930904784,C002
89074-09459-KV,Eward Dearman,edearmanqk@redcross.org,新竹縣竹北市莊敬七街32號,c52740f8,0936813916,C010
44330-33172-IT,Dominique Lenard,dlenardql@bizjournals.com,台北市中山區合江街231號,1a1e238a,0938684571,C001
63349-66809-NF,Lloyd Toffano,ltoffanoqm@tripadvisor.com,新北市新莊區豐年街193號,1e4ef956,0964783145,C002
40959-32642-DN,Rhodie Strathern,rstrathernqn@devhub.com,台北市北投區光明路30巷18號3樓,9ac1b582,0970321712,C001
77746-08153-PM,Chad Miguel,cmiguelqo@exblog.jp,桃園市大園區航站南路162巷11號,23362f2d,0954445586,C003
49667-96708-JL,Florinda Matusovsky,,台中市南區工學路18巷8號4樓,9eb97f92,0920576373,C001
24155-79322-EQ,Morly Rocks,mrocksqq@exblog.jp,桃園市蘆竹區仁愛路三段153巷6號2樓,4dd77d4d,0957865545,C003
95342-88311-SF,Yuri Burrells,yburrellsqr@vinaora.com,台中市南區東興路一段217號,06fc8d82,0995372197,C001
69374-08133-RI,Cleopatra Goodrum,cgoodrumqs@goodreads.com,台中市和平區東關路一段73號,c13f3af0,0901566154,C001
83844-95908-RX,Joey Jefferys,jjefferysqt@blog.com,新北市板橋區裕民街48號,dd156588,0971279530,C002
09667-09231-YM,Bearnard Wardell,bwardellqu@adobe.com,新北市中和區華新街132巷13號,21a929a4,0991720718,C002
55427-08059-DF,Zeke Walisiak,zwalisiakqv@ucsd.edu,新北市新店區寶橋路238號,ca1e7afc,0956669886,C002
06624-54037-BQ,Wiley Leopold,wleopoldqw@blogspot.com,新竹市東區明湖路29號,d911d48b,0943259756,C008
48544-90737-AZ,Chiarra Shalders,cshaldersqx@cisco.com,彰化縣福興鄉福工路280號,9af48cdb,0902812848,C012
79463-01597-FQ,Sharl Southerill,,高雄市小港區沿海一路197巷20號,12d091c6,0911936794,C006
27702-50024-XC,Noni Furber,nfurberqz@jugem.jp,新北市板橋區龍泉街40號,89db0fd2,0955808172,C002
57360-46846-NS,Dinah Crutcher,,新北市汐止區福德一路5巷3號,a871025e,0937281562,C002
84045-66771-SL,Charlean Keave,ckeaver1@ucoz.com,高雄市三民區鼎力路273號,6562e17c,0909918328,C006
46885-00260-TL,Sada Roseborough,sroseboroughr2@virginia.edu,台北市中山區合江街231號,86dcde87,0988195708,C001
96446-62142-EN,Clayton Kingwell,ckingwellr3@squarespace.com,雲林縣斗六市斗工十路190號,4c4c7f61,0947517283,C014
07756-71018-GU,Kacy Canto,kcantor4@gmpg.org,新北市樹林區大成路5號,b8189729,0914152702,C002
92048-47813-QB,Mab Blakemore,mblakemorer5@nsw.gov.au,高雄市大寮區新厝路197巷22號6樓,511e00bc,0955909982,C006
58408-27638-IB,Dedie Gooderridge,dgooderridger6@lycos.com,台北市文山區光輝路75巷5號7樓,2ab11165,0918145264,C001
28699-16256-XV,Javier Causnett,,宜蘭縣礁溪鄉健康路28號,c6128c8b,0901310657,C017
98476-63654-CG,Demetris Micheli,,新北市土城區明德路一段207號,e83f8bf5,0944583575,C002
55409-07759-YG,Chloette Bernardot,cbernardotr9@wix.com,新北市板橋區四川路一段295號,96982508,0956492894,C002
06136-65250-PG,Kim Kemery,kkemeryra@t.co,台東縣台東市開封街19號,c849618b,0936863947,C001
08405-33165-BS,Fanchette Parlot,fparlotrb@forbes.com,桃園市八德區忠勇街166巷8號1樓,41c8f1f7,0911752401,C003
66070-30559-WI,Ramon Cheak,rcheakrc@tripadvisor.com,台北市北投區中和街27巷15號,78c9b49b,0985962319,C001
01282-28364-RZ,Koressa O'Geneay,kogeneayrd@utexas.edu,桃園市大園區航勤南路42巷7號7樓,645c656b,0971596433,C003
51277-93873-RP,Claudell Ayre,cayrere@symantec.com,台中市神岡區昌平路五段286號,6f5d9b3f,0934007982,C001
84405-83364-DG,Lorianne Kyneton,lkynetonrf@macromedia.com,高雄市仁武區八德西路270號,55060e2f,0915749583,C006
83731-53280-YC,Adele McFayden,,台中市北屯區太順路117巷25號1樓,ce658874,0935496868,C001
03917-13632-KC,Herta Layne,,新北市中和區保健路227號,8a79f512,0951910272,C002
98051-37183-SK,Dierdre Scrigmour,dscrigmourri@cnbc.com,高雄市小港區高坪七路93號,9030599b,0996846753,C006
48689-81852-DT,Romy Whittlesea,,台北市大同區重慶北路三段277號,cb7fba11,0986411356,C001
70567-65133-CN,Desdemona Eye,,桃園市蘆竹區大竹路100號,eb9a3a25,0944086929,C003
77869-81373-AY,Margarette Sterland,,新北市金山區中正路27號,5f3e9385,0969574675,C002
38536-98293-JZ,Catharine Scoines,,高雄市岡山區筧橋路131號,994b686d,0989290602,C006
43014-53743-XK,Jennica Tewelson,jtewelsonrn@samsung.com,台中市東勢區石城街2巷17號5樓,842433ee,0913478882,C001
62494-09113-RP,Marguerite Graves,,台北市文山區木柵路二段89號,ea43374c,0991890719,C001
10940-42739-ET,Etan Featenby,,台北市松山區慶城街146號,01a39c80,0969708470,C001
64965-78386-MY,Nicolina Jenny,njennyrq@bigcartel.com,台中市太平區宜欣路185號,63dfdc8f,0984378290,C001
77131-58092-GE,Vidovic Antonelli,,桃園市大園區航勤南路42巷7號7樓,774bfc12,0917777790,C003
