訂單編號,會員編號,貨運公司編號,訂單日期,付款日期,送貨地址,Status
BZE-96093-118,43452-18035-DH,D004,2025-02-11 02:01:17.347725,2025-02-13 02:01:17.347725,新北市林口區粉寮路一段180巷5號,Shipped
LOU-41819-242,88060-50676-MV,D003,2025-11-06 02:01:17.347725,2025-11-09 02:01:17.347725,台中市東區東門路48號,Shipped
FND-99527-640,89574-96203-EP,D003,2024-11-11 02:01:17.347725,2024-11-14 02:01:17.347725,屏東縣枋寮鄉隆山路79巷7號,Shipped
ASG-27179-958,12607-75113-UV,D002,2025-04-04 02:01:17.347725,2025-04-05 02:01:17.347725,新北市金山區中山路69巷7號3樓,Shipped
YKX-23510-272,56991-05510-PR,D002,2022-07-10 02:01:17.347725,2022-07-13 02:01:17.347725,宜蘭縣宜蘭市民族路149號,Shipped
FSA-98650-921,01841-48191-NL,D001,2023-06-23 02:01:17.347725,2023-06-26 02:01:17.347725,新北市中和區中和路4巷24號2樓,Shipped
ZUR-55774-294,33269-10023-CO,D004,2023-09-27 02:01:17.347725,2023-09-29 02:01:17.347725,台北市北投區振華街89巷22號,Shipped
FUO-99821-974,31245-81098-PJ,D004,2023-06-17 02:01:17.347725,2023-06-20 02:01:17.347725,桃園市楊梅區自立街41巷15號,Shipped
YVH-19865-819,08946-56610-IH,D003,2023-03-04 02:01:17.347725,2023-03-05 02:01:17.347725,台北市中正區汀州路二段267號,Shipped
NNF-47422-501,20260-32948-EB,D003,2023-07-01 02:01:17.347725,2023-07-04 02:01:17.347725,新北市新店區寶橋路238號,Shipped
RJI-71409-490,31613-41626-KX,D005,2024-08-19 02:01:17.347725,2024-08-21 02:01:17.347725,台中市南屯區東興路二段38巷22號1樓,Shipped
UZL-46108-213,75961-20170-RD,D003,2025-03-06 02:01:17.347725,2025-03-09 02:01:17.347725,高雄市鼓山區西藏街136巷12號5樓,Shipped
AOX-44467-109,72524-06410-KD,D001,2024-10-08 02:01:17.347725,2024-10-09 02:01:17.347725,新竹市東區武昌街220號,Shipped
TZD-67261-174,01841-48191-NL,D001,2023-06-22 02:01:17.347725,2023-06-24 02:01:17.347725,新北市中和區中和路4巷24號2樓,Shipped
TBU-64277-625,98918-34330-GY,D003,2024-08-12 02:01:17.347725,2024-08-15 02:01:17.347725,彰化縣和美鎮線東路三段73巷21號,Shipped
TYP-85767-944,51497-50894-WU,D001,2025-11-21 02:01:17.347725,2025-11-24 02:01:17.347725,台北市北投區光明路138巷4號,Shipped
GTT-73214-334,98636-90072-YE,D004,2022-05-15 02:01:17.347725,2022-05-16 02:01:17.347725,高雄市鼓山區美明路171巷12號3樓,Shipped
WAI-89905-069,47011-57815-HJ,D002,2025-06-16 02:01:17.347725,2025-06-17 02:01:17.347725,桃園市平鎮區振興西路34號,Shipped
OJL-96844-459,61253-98356-VD,D003,2023-08-27 02:01:17.347725,2023-08-30 02:01:17.347725,高雄市左營區富民路35巷1號,Shipped
VGI-33205-360,96762-10814-DA,D003,2022-07-14 02:01:17.347725,2022-07-16 02:01:17.347725,台北市中正區衡陽路29巷2號,Shipped
PCA-14081-576,63112-10870-LC,D005,2022-10-06 02:01:17.347725,2022-10-08 02:01:17.347725,新北市汐止區福德二路291號,Shipped
SCS-67069-962,21403-49423-PD,D002,2023-09-29 02:01:17.347725,2023-10-01 02:01:17.347725,桃園市中壢區吉林二路207號,Shipped
BDM-03174-485,29581-13303-VB,D003,2022-07-09 02:01:17.347725,2022-07-12 02:01:17.347725,台中市南區興大路71號,Shipped
UJV-32333-364,86110-83695-YS,D003,2025-03-28 02:01:17.347725,2025-03-29 02:01:17.347725,台中市龍井區遊園南路71號,Shipped
FLI-11493-954,80454-42225-FT,D005,2025-11-01 02:01:17.347725,2025-11-03 02:01:17.347725,新竹縣竹東鎮北興路一段140巷1號5樓,Shipped
IWL-13117-537,29129-60664-KO,D005,2023-08-23 02:01:17.347725,2023-08-24 02:01:17.347725,新北市三重區忠孝路三段156巷19號,Shipped
OAM-76916-748,63025-62939-AN,D003,2025-05-22 02:01:17.347725,2025-05-24 02:01:17.347725,新竹市東區立鵬路218號,Shipped
UMB-11223-710,49012-12987-QT,D003,2024-06-08 02:01:17.347725,2024-06-09 02:01:17.347725,高雄市三民區澄和路112號,Shipped
LXR-09892-726,50924-94200-SQ,D002,2023-11-06 02:01:17.347725,2023-11-09 02:01:17.347725,新北市三重區仁安街160巷6號,Shipped
QXX-89943-393,15673-18812-IU,D002,2023-07-06 02:01:17.347725,2023-07-07 02:01:17.347725,台南市永康區永大路二段35巷21號1樓,Shipped
WVS-57822-366,52151-75971-YY,D001,2023-08-28 02:01:17.347725,2023-08-31 02:01:17.347725,台北市大安區復興南路二段235號,Shipped
CLJ-23403-689,19413-02045-CG,D002,2024-07-27 02:01:17.347725,2024-07-28 02:01:17.347725,台北市大安區新生南路一段21巷6號7樓,Shipped
XNU-83276-288,98185-92775-KT,D002,2025-09-24 02:01:17.347725,2025-09-27 02:01:17.347725,新北市三重區重新路五段156號,Shipped
YOG-94666-679,86991-53901-AT,D005,2024-06-09 02:01:17.347725,2024-06-11 02:01:17.347725,南投縣埔里鎮西安路三段46巷29號3樓,Shipped
KHG-33953-115,78226-97287-JI,D005,2025-04-07 02:01:17.347725,2025-04-10 02:01:17.347725,新竹縣竹東鎮東寧路三段72巷23號7樓,Shipped
MHD-95615-696,27930-59250-JT,D002,2023-06-02 02:01:17.347725,2023-06-03 02:01:17.347725,新北市樹林區中山路三段8號,Shipped
HBH-64794-080,40560-18556-YE,D005,2024-06-03 02:01:17.347725,2024-06-04 02:01:17.347725,台北市信義區忠孝東路五段53號,Shipped
CNJ-56058-223,40780-22081-LX,D001,2023-12-05 02:01:17.347725,2023-12-08 02:01:17.347725,新竹市東區高峰路286號,Shipped
KHO-27106-786,01603-43789-TN,D001,2024-02-03 02:01:17.347725,2024-02-04 02:01:17.347725,高雄市岡山區下竹圍東街205號,Shipped
YAC-50329-982,75419-92838-TI,D005,2024-04-02 02:01:17.347725,2024-04-05 02:01:17.347725,高雄市岡山區下竹圍東街150巷16號,Shipped
VVL-95291-039,96516-97464-MF,D003,2022-08-11 02:01:17.347725,2022-08-14 02:01:17.347725,新北市樹林區潭興街119號,Shipped
VUT-20974-364,90285-56295-PO,D005,2024-04-29 02:01:17.347725,2024-05-02 02:01:17.347725,新北市永和區環河西路一段110號,Shipped
SFC-34054-213,08100-71102-HQ,D002,2022-07-03 02:01:17.347725,2022-07-04 02:01:17.347725,花蓮縣新城鄉嘉新路56巷14號,Shipped
UDS-04807-593,84074-28110-OV,D003,2023-03-24 02:01:17.347725,2023-03-27 02:01:17.347725,彰化縣伸港鄉新港路94巷12號1樓,Shipped
FWE-98471-488,27930-59250-JT,D005,2025-11-11 02:01:17.347725,2025-11-14 02:01:17.347725,新北市樹林區中山路三段8號,Shipped
RAU-17060-674,12747-63766-EU,D005,2023-10-20 02:01:17.347725,2023-10-23 02:01:17.347725,高雄市三民區大昌一路140號,Shipped
AOL-13866-711,83490-88357-LJ,D002,2022-06-09 02:01:17.347725,2022-06-11 02:01:17.347725,新北市中和區中安街142巷27號,Shipped
NOA-79645-377,53729-30320-XZ,D004,2024-03-04 02:01:17.347725,2024-03-05 02:01:17.347725,新竹縣寶山鄉創新一路81巷20號,Shipped
KMS-49214-806,50384-52703-LA,D005,2022-08-23 02:01:17.347725,2022-08-24 02:01:17.347725,台中市潭子區復興路一段128號,Shipped
ABK-08091-531,53864-36201-FG,D002,2024-02-23 02:01:17.347725,2024-02-24 02:01:17.347725,台北市大同區南京西路143巷13號,Shipped
GPT-67705-953,70631-33225-MZ,D001,2023-03-07 02:01:17.347725,2023-03-10 02:01:17.347725,新北市三重區重新路五段156號,Shipped
JNA-21450-177,54798-14109-HC,D003,2025-06-06 02:01:17.347725,2025-06-09 02:01:17.347725,雲林縣東勢鄉康安路7巷16號,Shipped
MPQ-23421-608,08023-52962-ET,D002,2024-07-21 02:01:17.347725,2024-07-24 02:01:17.347725,基隆市仁愛區成功一路240號,Shipped
NLI-63891-565,41899-00283-VK,D004,2025-04-04 02:01:17.347725,2025-04-05 02:01:17.347725,新北市汐止區99巷7號,Shipped
HHF-36647-854,39011-18412-GR,D004,2025-02-28 02:01:17.347725,2025-03-01 02:01:17.347725,高雄市鼓山區濱海一路100號,Shipped
SBN-16537-046,60255-12579-PZ,D002,2023-06-24 02:01:17.347725,2023-06-27 02:01:17.347725,新北市板橋區英士路148巷4號3樓,Shipped
XZD-44484-632,80541-38332-BP,D004,2024-11-29 02:01:17.347725,2024-11-30 02:01:17.347725,新北市泰山區新民路173號,Shipped
IKQ-39946-768,72778-50968-UQ,D005,2024-07-12 02:01:17.347725,2024-07-14 02:01:17.347725,新北市中和區中安街142巷27號,Shipped
KMB-95211-174,23941-30203-MO,D003,2024-08-09 02:01:17.347725,2024-08-12 02:01:17.347725,新竹縣竹北市台元一街77巷2號,Shipped
QWY-99467-368,96434-50068-DZ,D003,2024-03-01 02:01:17.347725,2024-03-03 02:01:17.347725,新北市三重區文化南路64巷15號,Shipped
SRG-76791-614,11729-74102-XB,D001,2024-07-08 02:01:17.347725,2024-07-11 02:01:17.347725,台北市文山區羅斯福路六段198巷7號3樓,Shipped
VSN-94485-621,88116-12604-TE,D003,2025-02-09 02:01:17.347725,2025-02-12 02:01:17.347725,台北市大安區和平東路二段83號,Shipped
UFZ-24348-219,27930-59250-JT,D003,2022-12-31 02:01:17.347725,2023-01-02 02:01:17.347725,新北市樹林區中山路三段8號,Shipped
UKS-93055-397,13082-41034-PD,D005,2025-11-05 02:01:17.347725,2025-11-06 02:01:17.347725,嘉義市東區大雅路二段55號,Shipped
AVH-56062-335,18082-74419-QH,D001,2025-03-16 02:01:17.347725,2025-03-19 02:01:17.347725,新竹縣新豐鄉建興路二段142巷27號6樓,Shipped
HGE-19842-613,49401-45041-ZU,D002,2025-05-08 02:01:17.347725,2025-05-10 02:01:17.347725,台北市萬華區富民路65巷2號,Shipped
WBA-85905-175,41252-45992-VS,D003,2025-11-05 02:01:17.347725,2025-11-07 02:01:17.347725,台北市萬華區貴陽街二段271號,Shipped
DZI-35365-596,54798-14109-HC,D004,2025-02-25 02:01:17.347725,2025-02-28 02:01:17.347725,雲林縣東勢鄉康安路7巷16號,Shipped
XIR-88982-743,00852-54571-WP,D003,2024-11-02 02:01:17.347725,2024-11-03 02:01:17.347725,台東縣卑南鄉賓朗路77號,Shipped
VUC-72395-865,13321-57602-GK,D005,2025-01-30 02:01:17.347725,2025-02-02 02:01:17.347725,新竹縣芎林鄉富林路三段34巷24號7樓,Shipped
BQJ-44755-910,75006-89922-VW,D001,2023-06-23 02:01:17.347725,2023-06-24 02:01:17.347725,屏東縣內埔鄉壽比路29巷29號,Shipped
JKC-64636-831,52098-80103-FD,D005,2025-10-28 02:01:17.347725,2025-10-30 02:01:17.347725,台北市大同區歸綏街6巷23號2樓,Shipped
ZKI-78561-066,60121-12432-VU,D001,2025-01-14 02:01:17.347725,2025-01-17 02:01:17.347725,宜蘭縣礁溪鄉礁溪路四段90巷7號5樓,Shipped
IMP-12563-728,68346-14810-UA,D003,2022-04-28 02:01:17.347725,2022-05-01 02:01:17.347725,台北市大同區民權西路100號,Shipped
MZL-81126-390,48464-99723-HK,D002,2025-07-01 02:01:17.347725,2025-07-03 02:01:17.347725,台北市中山區建國北路二段96號,Shipped
TVF-57766-608,88420-46464-XE,D003,2023-07-04 02:01:17.347725,2023-07-06 02:01:17.347725,台中市西屯區黎明路二段146巷17號,Shipped
RUX-37995-892,37762-09530-MP,D002,2025-03-22 02:01:17.347725,2025-03-25 02:01:17.347725,台北市士林區忠誠路二段146號,Shipped
AVK-76526-953,47268-50127-XY,D003,2024-06-27 02:01:17.347725,2024-06-30 02:01:17.347725,台北市信義區忠孝東路五段287號,Shipped
RIU-02231-623,25544-84179-QC,D002,2025-03-11 02:01:17.347725,2025-03-12 02:01:17.347725,南投縣南投市彰南路二段73號,Shipped
WFK-99317-827,32058-76765-ZL,D002,2022-10-09 02:01:17.347725,2022-10-10 02:01:17.347725,台中市太平區樹孝路133巷29號3樓,Shipped
SFD-00372-284,54798-14109-HC,D005,2023-11-12 02:01:17.347725,2023-11-15 02:01:17.347725,雲林縣東勢鄉康安路7巷16號,Shipped
SXC-62166-515,69171-65646-UC,D004,2023-06-23 02:01:17.347725,2023-06-25 02:01:17.347725,桃園市桃園區大豐路23巷17號,Shipped
YIE-87008-621,22503-52799-MI,D002,2022-10-15 02:01:17.347725,2022-10-16 02:01:17.347725,新北市新店區安忠路62巷19號,Shipped
HRM-94548-288,08934-65581-ZI,D005,2023-01-01 02:01:17.347725,2023-01-03 02:01:17.347725,台中市清水區中清路九段157巷16號,Shipped
UJG-34731-295,15764-22559-ZT,D003,2025-09-18 02:01:17.347725,2025-09-21 02:01:17.347725,新北市板橋區幸褔路134巷14號,Shipped
TWD-70988-853,87519-68847-ZG,D004,2023-03-28 02:01:17.347725,2023-03-30 02:01:17.347725,台中市后里區福容路147巷7號,Shipped
CIX-22904-641,78012-56878-UB,D001,2023-01-10 02:01:17.347725,2023-01-12 02:01:17.347725,新北市新店區二十張路53巷14號,Shipped
DLV-65840-759,77192-72145-RG,D003,2025-09-23 02:01:17.347725,2025-09-25 02:01:17.347725,高雄市前鎮區金福路6巷23號3樓,Shipped
RXN-55491-201,86071-79238-CX,D005,2023-02-13 02:01:17.347725,2023-02-14 02:01:17.347725,桃園市蘆竹區南崁路二段27巷3號,Shipped
UHK-63283-868,16809-16936-WF,D003,2025-08-17 02:01:17.347725,2025-08-18 02:01:17.347725,新北市林口區南勢街258號,Shipped
PJC-31401-893,11212-69985-ZJ,D002,2024-05-08 02:01:17.347725,2024-05-09 02:01:17.347725,新北市樹林區八德街177號,Shipped
HHO-79903-185,53893-01719-CL,D004,2025-12-12 02:01:17.347725,2025-12-13 02:01:17.347725,南投縣草屯鎮太平路一段19巷11號6樓,Shipped
YWM-07310-594,66028-99867-WJ,D001,2022-06-25 02:01:17.347725,2022-06-27 02:01:17.347725,台北市大同區長安西路177巷20號7樓,Shipped
FHD-94983-982,62839-56723-CH,D001,2023-05-16 02:01:17.347725,2023-05-18 02:01:17.347725,台北市信義區松山路103巷7號,Shipped
WQK-10857-119,96849-52854-CR,D001,2025-01-14 02:01:17.347725,2025-01-15 02:01:17.347725,新北市淡水區中山北路二段212號,Shipped
DXA-50313-073,19755-55847-VW,D005,2022-12-23 02:01:17.347725,2022-12-26 02:01:17.347725,台北市文山區木柵路二段149號,Shipped
ONW-00560-570,32900-82606-BO,D001,2022-06-20 02:01:17.347725,2022-06-23 02:01:17.347725,桃園市楊梅區自立街147號,Shipped
BRJ-19414-277,16809-16936-WF,D003,2023-01-10 02:01:17.347725,2023-01-11 02:01:17.347725,新北市林口區南勢街258號,Shipped
MIQ-16322-908,20118-28138-QD,D005,2022-11-26 02:01:17.347725,2022-11-28 02:01:17.347725,新北市土城區明德路一段207號,Shipped
MVO-39328-830,84057-45461-AH,D001,2024-06-21 02:01:17.347725,2024-06-22 02:01:17.347725,新竹市香山區內湖路152巷17號,Shipped
NTJ-88319-746,90882-88130-KQ,D002,2024-11-26 02:01:17.347725,2024-11-27 02:01:17.347725,台中市南屯區大墩十七街152號,Shipped
LCY-24377-948,21617-79890-DD,D002,2024-08-30 02:01:17.347725,2024-09-01 02:01:17.347725,新竹市東區立鵬路218號,Shipped
FWD-85967-769,20256-54689-LO,D002,2022-10-07 02:01:17.347725,2022-10-10 02:01:17.347725,台北市內湖區江南街160巷6號,Shipped
KTO-53793-109,17572-27091-AA,D004,2023-03-16 02:01:17.347725,2023-03-18 02:01:17.347725,宜蘭縣員山鄉內城路265號,Shipped
OCK-89033-348,82300-88786-UE,D001,2024-07-24 02:01:17.347725,2024-07-26 02:01:17.347725,台中市豐原區南陽路233號,Shipped
GPZ-36017-366,65732-22589-OW,D004,2022-10-24 02:01:17.347725,2022-10-26 02:01:17.347725,新北市淡水區鄧公路176巷9號,Shipped
BZP-33213-637,77175-09826-SF,D002,2023-08-29 02:01:17.347725,2023-08-31 02:01:17.347725,高雄市鼓山區美明路171巷12號3樓,Shipped
WFH-21507-708,07237-32539-NB,D002,2023-08-14 02:01:17.347725,2023-08-15 02:01:17.347725,高雄市新興區六合一路11號,Shipped
HST-96923-073,54722-76431-EX,D005,2022-11-10 02:01:17.347725,2022-11-12 02:01:17.347725,台北市南港區福德街101巷3號,Shipped
ENN-79947-323,67847-82662-TE,D001,2025-03-13 02:01:17.347725,2025-03-14 02:01:17.347725,台北市文山區興隆路一段9號,Shipped
BHA-47429-889,51114-51191-EW,D004,2023-10-14 02:01:17.347725,2023-10-16 02:01:17.347725,高雄市苓雅區英祥街175號,Shipped
SZY-63017-318,91809-58808-TV,D005,2024-07-30 02:01:17.347725,2024-07-31 02:01:17.347725,台北市內湖區內湖路三段103號,Shipped
LCU-93317-340,84996-26826-DK,D005,2022-10-10 02:01:17.347725,2022-10-12 02:01:17.347725,新北市新店區文化路119號,Shipped
UOM-71431-481,65732-22589-OW,D001,2025-07-19 02:01:17.347725,2025-07-22 02:01:17.347725,新北市淡水區鄧公路176巷9號,Shipped
PJH-42618-877,93676-95250-XJ,D004,2025-01-23 02:01:17.347725,2025-01-26 02:01:17.347725,南投縣埔里鎮西安路三段46巷29號3樓,Shipped
XED-90333-402,28300-14355-GF,D003,2022-10-12 02:01:17.347725,2022-10-15 02:01:17.347725,台南市南區金華路二段240號,Shipped
IKK-62234-199,91190-84826-IQ,D004,2025-07-24 02:01:17.347725,2025-07-26 02:01:17.347725,桃園市中壢區中大路148巷10號,Shipped
KAW-95195-329,34570-99384-AF,D001,2023-10-28 02:01:17.347725,2023-10-31 02:01:17.347725,新北市三峽區大勇路238號,Shipped
QDO-57268-842,57808-90533-UE,D001,2025-03-16 02:01:17.347725,2025-03-18 02:01:17.347725,苗栗縣竹南鎮科專五路97號,Shipped
IIZ-24416-212,76060-30540-LB,D005,2024-09-23 02:01:17.347725,2024-09-25 02:01:17.347725,高雄市鹽埕區五福四路75號,Shipped
AWP-11469-510,76730-63769-ND,D002,2023-08-05 02:01:17.347725,2023-08-08 02:01:17.347725,新北市淡水區鄧公路3巷11號,Shipped
KXA-27983-918,96042-27290-EQ,D005,2024-01-09 02:01:17.347725,2024-01-10 02:01:17.347725,台中市南區東興路一段129號,Shipped
VKQ-39009-292,57808-90533-UE,D004,2025-03-18 02:01:17.347725,2025-03-21 02:01:17.347725,苗栗縣竹南鎮科專五路97號,Shipped
PDB-98743-282,51940-02669-OR,D002,2025-05-18 02:01:17.347725,2025-05-20 02:01:17.347725,桃園市楊梅區青山一街227號,Shipped
SXW-34014-556,99144-98314-GN,D001,2024-05-22 02:01:17.347725,2024-05-25 02:01:17.347725,台北市大安區忠孝東路四段53巷29號,Shipped
QOJ-38788-727,16358-63919-CE,D001,2022-10-17 02:01:17.347725,2022-10-18 02:01:17.347725,高雄市新興區林森一路131巷1號,Shipped
TGF-38649-658,67743-54817-UT,D004,2023-07-09 02:01:17.347725,2023-07-11 02:01:17.347725,台中市后里區福容路147巷7號,Shipped
EAI-25194-209,44601-51441-BH,D003,2025-01-17 02:01:17.347725,2025-01-20 02:01:17.347725,高雄市新興區民族二路124號,Shipped
IJK-34441-720,97201-58870-WB,D002,2022-07-29 02:01:17.347725,2022-07-30 02:01:17.347725,台南市善化區環東路二段161巷3號,Shipped
ZMC-00336-619,19849-12926-QF,D001,2025-05-22 02:01:17.347725,2025-05-23 02:01:17.347725,新北市中和區中板路114號,Shipped
UPX-54529-618,40535-56770-UM,D003,2025-01-03 02:01:17.347725,2025-01-05 02:01:17.347725,台北市中正區杭州南路一段83巷1號,Shipped
DLX-01059-899,74940-09646-MU,D005,2023-05-01 02:01:17.347725,2023-05-02 02:01:17.347725,新北市烏來區環山路112巷6號,Shipped
MEK-85120-243,06623-54610-HC,D004,2025-07-08 02:01:17.347725,2025-07-09 02:01:17.347725,桃園市大園區中正東路三段63巷5號,Shipped
NFI-37188-246,89490-75361-AF,D005,2025-01-01 02:01:17.347725,2025-01-03 02:01:17.347725,高雄市鳳山區文龍東路58號,Shipped
BXH-62195-013,94526-79230-GZ,D004,2025-03-06 02:01:17.347725,2025-03-07 02:01:17.347725,新北市土城區延安街65號,Shipped
YLK-78851-470,58559-08254-UY,D003,2023-01-11 02:01:17.347725,2023-01-13 02:01:17.347725,新北市瑞芳區明燈路３段19巷2號,Shipped
DXY-76225-633,88574-37083-WX,D001,2024-11-21 02:01:17.347725,2024-11-23 02:01:17.347725,桃園市平鎮區南豐路141號,Shipped
UHP-24614-199,67953-79896-AC,D005,2025-07-13 02:01:17.347725,2025-07-14 02:01:17.347725,新竹縣新豐鄉建興路二段142巷27號6樓,Shipped
HBY-35655-049,69207-93422-CQ,D004,2023-08-28 02:01:17.347725,2023-08-31 02:01:17.347725,高雄市鼓山區美術東五路124號,Shipped
DCE-22886-861,56060-17602-RG,D002,2024-07-29 02:01:17.347725,2024-07-31 02:01:17.347725,新北市三峽區大德路255號,Shipped
QTG-93823-843,46859-14212-FI,D004,2025-05-07 02:01:17.347725,2025-05-08 02:01:17.347725,宜蘭縣宜蘭市民族路183巷22號5樓,Shipped
WFT-16178-396,33555-01585-RP,D001,2024-04-10 02:01:17.347725,2024-04-13 02:01:17.347725,台北市中正區汀州路二段267號,Shipped
ERC-54560-934,11932-85629-CU,D005,2025-09-22 02:01:17.347725,2025-09-23 02:01:17.347725,台北市中正區信義路一段13號,Shipped
RUK-78200-416,36192-07175-XC,D001,2025-03-04 02:01:17.347725,2025-03-07 02:01:17.347725,基隆市七堵區明德一路77號,Shipped
KHK-13105-388,46242-54946-ZW,D003,2025-08-01 02:01:17.347725,2025-08-03 02:01:17.347725,新竹縣芎林鄉文山路57巷14號2樓,Shipped
NJR-03699-189,95152-82155-VQ,D002,2023-01-31 02:01:17.347725,2023-02-01 02:01:17.347725,新竹市東區武昌街220號,Shipped
PJV-20427-019,13404-39127-WQ,D005,2025-01-05 02:01:17.347725,2025-01-07 02:01:17.347725,桃園市中壢區中山東路二段134巷24號,Shipped
UGK-07613-982,57808-90533-UE,D003,2025-11-20 02:01:17.347725,2025-11-21 02:01:17.347725,苗栗縣竹南鎮科專五路97號,Shipped
OLA-68289-577,40226-52317-IO,D004,2023-10-24 02:01:17.347725,2023-10-27 02:01:17.347725,台中市東勢區石城街2巷17號5樓,Shipped
TNR-84447-052,34419-18068-AG,D002,2022-05-04 02:01:17.347725,2022-05-07 02:01:17.347725,桃園市龍潭區梅龍路59巷19號,Shipped
FBZ-64200-586,51738-61457-RS,D001,2025-11-04 02:01:17.347725,2025-11-07 02:01:17.347725,新北市板橋區新生街135號,Shipped
OBN-66334-505,86757-52367-ON,D004,2024-03-25 02:01:17.347725,2024-03-27 02:01:17.347725,高雄市左營區海功路149巷12號,Shipped
NXM-89323-646,28158-93383-CK,D003,2022-07-15 02:01:17.347725,2022-07-17 02:01:17.347725,台北市中正區杭州南路一段83巷1號,Shipped
NHI-23264-055,44799-09711-XW,D001,2025-06-10 02:01:17.347725,2025-06-11 02:01:17.347725,台中市潭子區北環路152號,Shipped
EQH-53569-934,53667-91553-LT,D001,2024-02-06 02:01:17.347725,2024-02-07 02:01:17.347725,桃園市新屋區中華南路二段57巷23號2樓,Shipped
XKK-06692-189,86579-92122-OC,D003,2025-04-21 02:01:17.347725,2025-04-23 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
BYP-16005-016,01474-63436-TP,D002,2024-11-24 02:01:17.347725,2024-11-27 02:01:17.347725,高雄市新興區林森一路131巷1號,Shipped
LWS-13938-905,90533-82440-EE,D004,2024-03-13 02:01:17.347725,2024-03-14 02:01:17.347725,新北市土城區延安街65號,Shipped
OLH-95722-362,48553-69225-VX,D002,2025-02-16 02:01:17.347725,2025-02-18 02:01:17.347725,宜蘭縣蘇澳鎮馬賽路146號,Shipped
KCW-50949-318,52374-27313-IV,D003,2023-04-24 02:01:17.347725,2023-04-25 02:01:17.347725,新北市三重區重陽路三段166巷4號3樓,Shipped
JGZ-16947-591,14264-41252-SL,D005,2024-05-28 02:01:17.347725,2024-05-29 02:01:17.347725,台北市北投區光明路30巷18號3樓,Shipped
LXS-63326-144,35367-50483-AR,D002,2024-09-08 02:01:17.347725,2024-09-09 02:01:17.347725,新北市板橋區民生路二段51號,Shipped
CZG-86544-655,69443-77665-QW,D003,2025-08-16 02:01:17.347725,2025-08-18 02:01:17.347725,桃園市中壢區復華九街76號,Shipped
WFV-88138-247,63411-51758-QC,D002,2025-01-18 02:01:17.347725,2025-01-21 02:01:17.347725,台北市大安區新生南路一段68號,Shipped
RFG-28227-288,68605-21835-UF,D002,2025-09-30 02:01:17.347725,2025-10-01 02:01:17.347725,新北市永和區保平路29號,Shipped
QAK-77286-758,34786-30419-XY,D002,2023-12-05 02:01:17.347725,2023-12-08 02:01:17.347725,台北市文山區光輝路75巷5號7樓,Shipped
CZD-56716-840,15456-29250-RU,D001,2022-06-23 02:01:17.347725,2022-06-25 02:01:17.347725,新竹縣北埔鄉南興街19號,Shipped
UBI-59229-277,00886-35803-FG,D001,2023-01-04 02:01:17.347725,2023-01-05 02:01:17.347725,台北市大安區忠孝東路四段95號,Shipped
WJJ-37489-898,31599-82152-AD,D003,2024-08-01 02:01:17.347725,2024-08-03 02:01:17.347725,台中市北區五義街125號,Shipped
ORX-57454-917,76209-39601-ZR,D001,2024-12-30 02:01:17.347725,2025-01-02 02:01:17.347725,彰化縣和美鎮和厝路一段262號,Shipped
GRB-68838-629,15064-65241-HB,D003,2025-01-03 02:01:17.347725,2025-01-05 02:01:17.347725,台中市北區榮華街182巷12號4樓,Shipped
SHT-04865-419,69215-90789-DL,D004,2025-09-14 02:01:17.347725,2025-09-16 02:01:17.347725,新北市鶯歌區尖山路63巷22號,Shipped
UQI-28177-865,04317-46176-TB,D001,2024-01-12 02:01:17.347725,2024-01-15 02:01:17.347725,新竹縣竹東鎮東寧路三段72巷23號7樓,Shipped
OIB-13664-879,04713-57765-KR,D002,2024-12-24 02:01:17.347725,2024-12-25 02:01:17.347725,台北市大安區金華街155巷10號,Shipped
PJS-30996-485,86579-92122-OC,D004,2025-05-16 02:01:17.347725,2025-05-18 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
HEL-86709-449,86579-92122-OC,D003,2025-10-03 02:01:17.347725,2025-10-04 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
NCH-55389-562,86579-92122-OC,D004,2022-08-20 02:01:17.347725,2022-08-23 02:01:17.347725,台北市文山區興隆路一段127巷20號,Shipped
GUG-45603-775,40959-32642-DN,D005,2025-06-01 02:01:17.347725,2025-06-02 02:01:17.347725,台北市北投區光明路30巷18號3樓,Shipped
KJB-98240-098,77746-08153-PM,D004,2025-05-25 02:01:17.347725,2025-05-26 02:01:17.347725,桃園市大園區航站南路162巷11號,Shipped
JMS-48374-462,49667-96708-JL,D003,2024-03-18 02:01:17.347725,2024-03-20 02:01:17.347725,台中市南區工學路18巷8號4樓,Shipped
YIT-15877-117,24155-79322-EQ,D004,2025-08-06 02:01:17.347725,2025-08-08 02:01:17.347725,桃園市蘆竹區仁愛路三段153巷6號2樓,Shipped
YVK-82679-655,95342-88311-SF,D001,2024-05-02 02:01:17.347725,2024-05-05 02:01:17.347725,台中市南區東興路一段217號,Shipped
TYH-81940-054,69374-08133-RI,D003,2023-05-30 02:01:17.347725,2023-06-01 02:01:17.347725,台中市和平區東關路一段73號,Shipped
HTY-30660-254,83844-95908-RX,D002,2023-01-09 02:01:17.347725,2023-01-10 02:01:17.347725,新北市板橋區裕民街48號,Shipped
